ShippingID,OrderID,Carrier,ShippingCost,ShippingStatus,TrackingNumber
SHIP15761,ORDER15761,India Post,103.37,Delivered,77560c68-916c-4de5-b721-2739c3e0414b
SHIP15762,ORDER15762,FedEx,370.59,In Transit,8581b47e-6d73-4e5b-b445-e4dab846f16a
SHIP15763,ORDER15763,DHL,322.02,In Transit,ceac498c-a7aa-4e17-8978-b75cd8690e6a
SHIP15764,ORDER15764,FedEx,323.08,Pending,2e5b9c22-dec8-48e2-927b-a30a5017c539
SHIP15765,ORDER15765,FedEx,304.02,In Transit,60c62fcb-992f-4013-9e53-bd29c043aace
SHIP15766,ORDER15766,FedEx,479.37,In Transit,33f05a84-ad9b-49ee-96c1-12e2fcf8eab1
SHIP15767,ORDER15767,FedEx,146.37,Delivered,aab2fb7c-795a-40bd-97e0-8a122317f698
SHIP15768,ORDER15768,BlueDart,374.98,Pending,6abd7486-ebed-47d2-9d07-425dcfe71583
SHIP15769,ORDER15769,India Post,134.35,Delivered,f8fd65e5-c832-4a99-b98b-a0b4c415e65e
SHIP15770,ORDER15770,India Post,279.5,Delivered,31125260-a61d-4010-862d-823db26ed6ab
SHIP15771,ORDER15771,BlueDart,386.16,Delivered,49040cf4-4786-4de1-bf2c-d9b131b46fb0
SHIP15772,ORDER15772,India Post,378.51,In Transit,6808768f-ad5c-4dac-afec-650d5827efba
SHIP15773,ORDER15773,FedEx,252.71,Pending,92e6b751-6a2c-4dd0-b721-cafdd3ee0b09
SHIP15774,ORDER15774,India Post,249.29,Delivered,2808eae9-5817-45fd-84b6-552f760fb267
SHIP15775,ORDER15775,DHL,459.25,In Transit,9e290641-530d-4084-b8b6-165a4e074a5e
SHIP15776,ORDER15776,FedEx,477.8,Pending,56804d5d-dc3e-4202-a3a9-ed59eac08f53
SHIP15777,ORDER15777,BlueDart,486.62,In Transit,1b995b97-4c8d-427f-a779-37ecff92e72a
SHIP15778,ORDER15778,FedEx,425.71,In Transit,488b3fc7-f7af-46ee-98c9-4960e545016b
SHIP15779,ORDER15779,BlueDart,233.71,Pending,a0679789-9bc8-495d-ae73-d7b6027202aa
SHIP15780,ORDER15780,FedEx,219.18,In Transit,6c8d6e90-1c0f-4ba6-a488-65f96efe53ad
SHIP15781,ORDER15781,India Post,111.4,Pending,8a2f86ca-b8bc-41f3-b5fa-e4280f23d2c2
SHIP15782,ORDER15782,FedEx,106.95,In Transit,6ab12c95-1fac-468d-a475-46f9316431b1
SHIP15783,ORDER15783,BlueDart,389.65,In Transit,5458850e-19a4-4fde-bfae-e9dab614e9f9
SHIP15784,ORDER15784,India Post,132.24,In Transit,80f829e3-d1e2-4f47-b325-1bf1e88de742
SHIP15785,ORDER15785,BlueDart,210.79,Delivered,e4085a2c-ed3c-472a-a10e-36fe0001fc68
SHIP15786,ORDER15786,India Post,374.46,Pending,877c89cd-08ba-437f-9b45-44d6aa726f79
SHIP15787,ORDER15787,India Post,485.1,Pending,99c9fbb4-8e76-4cce-8021-592f3b328b51
SHIP15788,ORDER15788,FedEx,443.04,Pending,780a5eec-5d40-44d8-a1cf-3e9e7806c5b3
SHIP15789,ORDER15789,FedEx,104.87,Pending,e637bd5b-00b3-4c0d-86a8-9877de24550e
SHIP15790,ORDER15790,India Post,84.25,In Transit,f9b3b89b-9b45-4f9c-87ca-7665369d6a18
SHIP15791,ORDER15791,BlueDart,392.39,In Transit,300c9eae-4dbc-474f-89e9-90252e112a2f
SHIP15792,ORDER15792,India Post,370.54,Pending,c8d5b200-cd95-4b2c-91ce-5c0100c4ad38
SHIP15793,ORDER15793,FedEx,337.88,Pending,c259fa4b-2fec-4a0a-be9f-c6c4154b7602
SHIP15794,ORDER15794,BlueDart,294.41,Pending,c3f75586-9f70-4184-8dca-3188a87f4193
SHIP15795,ORDER15795,DHL,413.36,In Transit,33e89b5e-e64b-4561-89c5-65ae9704d5ab
SHIP15796,ORDER15796,BlueDart,151.57,Pending,b037dd48-fddc-46e6-b22e-c98ce1833550
SHIP15797,ORDER15797,BlueDart,353.25,Pending,f9bd7764-1132-4bf2-b4df-7f4c7fd2f083
SHIP15798,ORDER15798,BlueDart,247.35,In Transit,4ee1d328-dfef-47f6-bf32-bba0a2807dbd
SHIP15799,ORDER15799,FedEx,108.48,In Transit,6bca5293-b07d-47b8-bf65-c26f49840f84
SHIP15800,ORDER15800,BlueDart,348.56,Delivered,8a275952-5f89-4874-958f-fe91868a9fd6
SHIP15801,ORDER15801,India Post,490.52,Delivered,bdbb519e-ba0e-470e-bf27-aa29b5bf6377
SHIP15802,ORDER15802,FedEx,193.85,Delivered,2ea8c34b-701a-4b38-a979-6fb020887e30
SHIP15803,ORDER15803,FedEx,367.02,Pending,7c30d006-b705-4bd8-9371-f324fd185c71
SHIP15804,ORDER15804,India Post,51.03,Delivered,21f77c25-a74e-4a0c-9a77-34d81d1055a1
SHIP15805,ORDER15805,DHL,211.32,Pending,2f7f617a-ea13-4fe4-967e-41725612f853
SHIP15806,ORDER15806,FedEx,252.85,Pending,ba8218ed-a451-4321-aeff-24166f2e0a15
SHIP15807,ORDER15807,India Post,445.53,Pending,a22d2867-87e7-4d42-a48d-1c0332459d07
SHIP15808,ORDER15808,BlueDart,124.36,Delivered,2462f429-fb39-4cd3-bbcb-6f73df2ea440
SHIP15809,ORDER15809,India Post,297.68,Pending,e84b9a1d-3686-4f1e-8b2e-da1d594e867b
SHIP15810,ORDER15810,FedEx,144.24,Delivered,baf846f0-3f17-4c6f-8e78-e9107e404289
SHIP15811,ORDER15811,FedEx,313.2,Delivered,277179e7-17cb-4bd9-a910-b3925d42d3c3
SHIP15812,ORDER15812,BlueDart,125.81,In Transit,18c81237-ad97-470b-84a6-6f3852818b6e
SHIP15813,ORDER15813,FedEx,71.56,Delivered,4ca96f1e-5444-46f8-8518-b16e6b3b976a
SHIP15814,ORDER15814,DHL,383.65,In Transit,8f126c6d-4647-4948-8eb5-36b6a070cd56
SHIP15815,ORDER15815,BlueDart,374.93,Pending,2ee0d5f4-846f-4966-96b5-cb2ec49e24ae
SHIP15816,ORDER15816,BlueDart,374.88,In Transit,b1080a02-0506-4a53-be0a-1d86d88ae0f4
SHIP15817,ORDER15817,India Post,144.29,In Transit,a5434ecb-4def-4ad6-ba97-bd96126a6c3d
SHIP15818,ORDER15818,BlueDart,108.65,In Transit,b30e407f-ef0d-4360-bffd-d3f058ca7d42
SHIP15819,ORDER15819,DHL,149.37,Pending,6e33186d-1504-45bc-84d5-3722b78aee9d
SHIP15820,ORDER15820,DHL,387.38,Pending,a0c6372a-5169-4ba2-a850-7799dcd8fae7
SHIP15821,ORDER15821,DHL,408.57,Pending,a9a29864-f302-47cb-b418-0b96263cdbbd
SHIP15822,ORDER15822,BlueDart,459.18,In Transit,13a1346b-3a1b-4243-a7e0-809e03a3a127
SHIP15823,ORDER15823,BlueDart,112.9,In Transit,d1c0a6e4-0cc5-458c-8a45-9146968c392a
SHIP15824,ORDER15824,BlueDart,403.28,Pending,7b58e152-1206-4354-b589-f43d76541d3f
SHIP15825,ORDER15825,BlueDart,216.92,Pending,d19b6133-0779-4b41-9cc2-85a89fc5957b
SHIP15826,ORDER15826,BlueDart,429.26,In Transit,10ba920d-0680-47c9-802a-06c70e65b4f7
SHIP15827,ORDER15827,BlueDart,198.72,Pending,73d9d475-82be-4029-93b3-e0fd6e2d5153
SHIP15828,ORDER15828,India Post,294.9,In Transit,2219aaea-d949-442f-9477-f5352247fcdb
SHIP15829,ORDER15829,DHL,80.32,Pending,d777201a-cebf-45ba-94ba-b20b0550f3e0
SHIP15830,ORDER15830,DHL,498.83,In Transit,26bfe95e-b833-4be2-96b3-473c6d95a5b8
SHIP15831,ORDER15831,FedEx,210.17,Delivered,09e6ecbe-c33f-49e8-8d82-9a27ed5a24ec
SHIP15832,ORDER15832,BlueDart,446.51,Delivered,44c553f0-abc0-4f5c-b848-6eada549ea59
SHIP15833,ORDER15833,India Post,394.87,Delivered,b4b14de9-967d-4c15-b5b8-a11f6600d710
SHIP15834,ORDER15834,FedEx,162.99,Pending,fcd7571a-8c3e-43cc-8615-f9c5fae917a3
SHIP15835,ORDER15835,DHL,137.66,Pending,67f7d443-b9c8-4dd1-91ec-294711ab184d
SHIP15836,ORDER15836,India Post,289.98,In Transit,338689bd-4ec7-472f-9cb5-e34cd6d734a4
SHIP15837,ORDER15837,India Post,341.44,Delivered,d113859c-4c27-4c4a-9eab-5ddc051eb710
SHIP15838,ORDER15838,BlueDart,427.94,In Transit,2f05808b-8395-4823-a245-a3a3ff18eddb
SHIP15839,ORDER15839,FedEx,494.69,In Transit,ad0c58e2-014b-4f1b-a7e2-5cbd7c6da49c
SHIP15840,ORDER15840,India Post,376.24,Delivered,83f471f7-f064-4395-8bd8-3dd346399d44
SHIP15841,ORDER15841,DHL,152.39,In Transit,9409de5c-8085-407b-ac6c-b934d492079d
SHIP15842,ORDER15842,FedEx,441.78,Delivered,1b7f8858-7b8b-4e74-9757-3445a474d53f
SHIP15843,ORDER15843,FedEx,225.09,Pending,56dd3e1c-fcb5-4d30-9f52-ffacf34e14f6
SHIP15844,ORDER15844,India Post,57.31,In Transit,91849ac3-82c5-4c60-a247-25ce59167530
SHIP15845,ORDER15845,FedEx,149.75,In Transit,a0aa0708-0760-434c-82ea-7452236f64a8
SHIP15846,ORDER15846,FedEx,112.06,Pending,b1096a97-cf99-408c-9907-6c4a9799d4f2
SHIP15847,ORDER15847,DHL,107.45,Delivered,64f60a83-bf8e-4482-8301-0f1ea5de29e6
SHIP15848,ORDER15848,DHL,469.71,Pending,02a1c1af-182e-42f6-a0d1-b79ccb341205
SHIP15849,ORDER15849,DHL,305.8,Delivered,6fd4b76d-0b86-4b78-b5db-08e2f00820c2
SHIP15850,ORDER15850,FedEx,63.4,Delivered,bd75c837-c529-46fe-bd16-e5438b26869b
SHIP15851,ORDER15851,India Post,289.24,In Transit,4c7eed0d-fe4c-44c5-8674-656e726d83d7
SHIP15852,ORDER15852,India Post,138.82,Delivered,b1827fc1-ded5-4bcc-9b75-a0a36750614f
SHIP15853,ORDER15853,BlueDart,133.63,Delivered,5c207af7-6036-401d-a041-dd9916ad9a03
SHIP15854,ORDER15854,India Post,238.08,Delivered,82c595d1-876d-4ff0-819f-f26b42343580
SHIP15855,ORDER15855,DHL,474.18,In Transit,b575cb08-a7f4-4c17-bf18-e55c240242e4
SHIP15856,ORDER15856,FedEx,273.87,In Transit,f327306b-29d9-497a-a6a8-d2af584ebacd
SHIP15857,ORDER15857,FedEx,266.47,Pending,b818144d-2088-4296-8f37-f6699366e135
SHIP15858,ORDER15858,BlueDart,292.25,In Transit,dca02001-8182-455e-b480-6b28dff61735
SHIP15859,ORDER15859,BlueDart,382.41,In Transit,03677166-2868-4b3f-a86d-f092c8ac348b
SHIP15860,ORDER15860,DHL,372.63,Pending,d722a9b6-d31d-437e-a88b-766d87cfc8a7
SHIP15861,ORDER15861,BlueDart,338.86,Pending,4255adff-fd14-46e4-9266-59e02e58bcb8
SHIP15862,ORDER15862,India Post,60.84,Delivered,e06ad22b-f483-4786-8a17-b072b1e9238e
SHIP15863,ORDER15863,BlueDart,136.24,In Transit,e210052f-8281-4e32-a23a-37dad9556bbf
SHIP15864,ORDER15864,India Post,95.26,Pending,fa273c1d-6b94-4743-9f61-dbc71d8b5204
SHIP15865,ORDER15865,BlueDart,93.55,In Transit,d9dfdf50-5aa1-4557-99b3-48afdf60ca8e
SHIP15866,ORDER15866,BlueDart,65.36,Pending,50b2fbb7-9e9b-40a7-80c9-bc8cbf82b928
SHIP15867,ORDER15867,India Post,129.98,Pending,8a62f14a-db3f-4672-9df3-5e3fc173af1c
SHIP15868,ORDER15868,DHL,175.52,Delivered,e73aebed-b0f7-49c8-b159-d0be3c278399
SHIP15869,ORDER15869,FedEx,236.63,Delivered,645ac3a6-c142-4859-8783-a44d3ef6e913
SHIP15870,ORDER15870,India Post,264.19,In Transit,633071ab-590c-49a4-a58f-63281a1d18af
SHIP15871,ORDER15871,India Post,401.15,Pending,9f8ecc44-7b40-48e5-843c-8db655e63544
SHIP15872,ORDER15872,FedEx,241.09,In Transit,cd3eb47d-dcbd-4b93-818f-2e55a9376950
SHIP15873,ORDER15873,FedEx,112.24,Delivered,d4ad4401-bace-4619-a520-783ee2b527e4
SHIP15874,ORDER15874,DHL,483.85,Delivered,9d314461-25af-406f-a86d-e5fde71f5336
SHIP15875,ORDER15875,BlueDart,496.42,In Transit,0d1f9849-fa77-4dbb-9c42-6b7efda7d67a
SHIP15876,ORDER15876,DHL,221.18,In Transit,a2131b91-0e4d-4d41-afeb-60fdf2270452
SHIP15877,ORDER15877,India Post,360.49,Delivered,e2c39f35-c601-4786-a526-fc7db2fed28d
SHIP15878,ORDER15878,DHL,491.14,Pending,1055c6f3-d4bc-4add-b0ed-9dbe7666a945
SHIP15879,ORDER15879,DHL,404.91,Delivered,3191ac92-d18c-4c7a-a47d-4aa48f2485ec
SHIP15880,ORDER15880,FedEx,281.65,In Transit,7d7d73a6-942e-4e48-ac10-ea1413f460ed
SHIP15881,ORDER15881,BlueDart,225.72,Delivered,d0263920-e01a-4ab9-b84b-220068b9443a
SHIP15882,ORDER15882,India Post,347.96,In Transit,e42fe1a9-493c-4b7f-8b0d-df2273620e7e
SHIP15883,ORDER15883,FedEx,184.91,Pending,3f101778-85f9-40a8-9be8-9643f595000e
SHIP15884,ORDER15884,BlueDart,172.24,Delivered,fac76753-0f40-455c-aae2-2ea29dd7e653
SHIP15885,ORDER15885,BlueDart,432.9,In Transit,b32d9a80-dfc1-4464-becb-75e546676d55
SHIP15886,ORDER15886,FedEx,64.72,In Transit,c99fcdda-3bc6-4e6b-816a-9975c3daafbd
SHIP15887,ORDER15887,India Post,99.15,Pending,a25260cb-8a14-4729-82a4-d3af8d9f4847
SHIP15888,ORDER15888,India Post,388.18,In Transit,47179a47-409b-4927-880f-d46187c7cd37
SHIP15889,ORDER15889,BlueDart,317.13,Pending,1cceacb9-f1dc-428c-b34a-a49644fce613
SHIP15890,ORDER15890,FedEx,102.93,Delivered,0ef09546-0474-474c-b58b-b31efae928d7
SHIP15891,ORDER15891,India Post,75.8,In Transit,0406c1f1-9a82-4d8c-b990-cc0838a9a7cf
SHIP15892,ORDER15892,DHL,411.61,In Transit,0593e962-7000-403a-8131-7367449e4983
SHIP15893,ORDER15893,India Post,292.44,In Transit,c79922e7-92e3-4933-9899-3c33dabcdf1b
SHIP15894,ORDER15894,DHL,431.95,Pending,76772e72-1b32-497f-a3ee-fcfc722b04ad
SHIP15895,ORDER15895,DHL,321.05,Delivered,60c50063-4ca3-402f-8f50-bcec135cf065
SHIP15896,ORDER15896,BlueDart,469.72,In Transit,15d50929-66c6-4f53-b4bf-9ab96b369a2a
SHIP15897,ORDER15897,BlueDart,479.39,Pending,f3504af5-b600-48f5-a917-a81f32cffb66
SHIP15898,ORDER15898,BlueDart,320.11,Delivered,1edcea9c-fa49-4e7b-9410-92698b39559a
SHIP15899,ORDER15899,India Post,137.86,Pending,2fd59d5b-1a56-4704-b326-e212ba6e667f
SHIP15900,ORDER15900,BlueDart,449.53,Delivered,114dd1fa-c673-4c68-8557-7aa802e1de2e
SHIP15901,ORDER15901,FedEx,480.15,Delivered,04d078c4-91c7-447e-a4c9-cfb01d1d8952
SHIP15902,ORDER15902,DHL,78.81,Pending,255b910a-4bc1-4e9b-8599-9e9bee0aeaa5
SHIP15903,ORDER15903,FedEx,176.18,Pending,d115c7ee-b35b-4cb9-9821-e23ce206f52b
SHIP15904,ORDER15904,DHL,339.97,Delivered,2c54bd45-4d17-42fc-98aa-1f28020ba35d
SHIP15905,ORDER15905,DHL,434.05,Pending,f572a163-1640-40f5-8d77-f4646a8353b7
SHIP15906,ORDER15906,BlueDart,174.32,In Transit,c07ebf0c-378d-479c-9c88-e6863f14e32c
SHIP15907,ORDER15907,DHL,59.65,Pending,defb1c51-91a3-4e6e-a6e3-cc026b788401
SHIP15908,ORDER15908,DHL,334.8,In Transit,493de579-ef53-479d-9f2d-d58219ae8a20
SHIP15909,ORDER15909,DHL,210.36,Delivered,3f1a34dc-2c5c-4395-a397-f55306b46773
SHIP15910,ORDER15910,BlueDart,84.39,Pending,a2bacee4-c42a-4fd7-875b-594f97b70714
SHIP15911,ORDER15911,FedEx,163.12,In Transit,2bc6b688-1da7-48b3-a4f2-a03fb1ce1718
SHIP15912,ORDER15912,FedEx,257.57,Delivered,6d5b7c69-e9e2-46b2-acc2-656657941d84
SHIP15913,ORDER15913,FedEx,338.52,Pending,6245eff1-e578-4cae-b72b-a8bffb7e9efc
SHIP15914,ORDER15914,DHL,408.04,Pending,16701ccc-2cc6-4dcf-9e73-495712e3eaff
SHIP15915,ORDER15915,India Post,234.09,Delivered,4449083b-95fc-4310-82fe-f1ae69097898
SHIP15916,ORDER15916,FedEx,94.98,In Transit,e6d471b1-538a-429e-bc9f-69c11e7c589d
SHIP15917,ORDER15917,BlueDart,407.75,Delivered,a30a59d8-f4bb-4187-8663-ca3732aa3494
SHIP15918,ORDER15918,FedEx,488.14,Delivered,c8d3bdf8-21f0-4a19-af64-c13b391ef71b
SHIP15919,ORDER15919,India Post,322.34,Delivered,c7ebc98e-9977-48bf-94f3-e124e25c7d28
SHIP15920,ORDER15920,DHL,198.87,Pending,8fe25b38-91a8-4f1b-98e3-7b02a9929bfa
SHIP15921,ORDER15921,FedEx,128.26,Pending,2eda08ae-a8b0-4fc5-a9af-18e178cf2a32
SHIP15922,ORDER15922,BlueDart,323.23,In Transit,fbae624d-75ac-4639-b15b-7ba43a007223
SHIP15923,ORDER15923,DHL,401.24,Pending,c8d3f780-d7f0-43c6-b0e4-8c8d1ff4717f
SHIP15924,ORDER15924,DHL,348.52,Pending,1cd6c181-a63e-4509-b174-177d25ed97b6
SHIP15925,ORDER15925,BlueDart,74.67,Pending,6b7f8d69-1eb5-49aa-ade6-1acff0430213
SHIP15926,ORDER15926,DHL,489.65,Delivered,a4f253ba-53df-4d1c-8884-ce6a8157fcea
SHIP15927,ORDER15927,India Post,124.82,Delivered,2db44e00-ab0a-44f6-9aea-e214ee65166f
SHIP15928,ORDER15928,BlueDart,297.06,In Transit,9ea1d285-1f26-4e21-9d3d-7b8eff3a4cc5
SHIP15929,ORDER15929,DHL,480.39,Pending,e9218bf3-a8dd-4cf1-a158-eece10ad718e
SHIP15930,ORDER15930,FedEx,401.64,Delivered,d374724a-81f9-49e1-80fe-30207ca344df
SHIP15931,ORDER15931,BlueDart,93.46,In Transit,16103bef-2545-4a59-b7cf-4a5d9ce9c127
SHIP15932,ORDER15932,DHL,103.26,In Transit,032565f5-96ff-4ac6-846e-84b285c2db07
SHIP15933,ORDER15933,India Post,250.9,In Transit,db1a5869-d2d9-455b-802e-1b774b11f25a
SHIP15934,ORDER15934,DHL,438.3,Pending,5d0d7a4d-c9b2-4f12-9d45-5d95e61c279a
SHIP15935,ORDER15935,India Post,408.72,In Transit,bc85a98d-966f-49fc-b31b-f5236b2e4ddb
SHIP15936,ORDER15936,BlueDart,350.09,In Transit,2795c5f0-aaab-4c45-ab8f-00a1eed8b7e9
SHIP15937,ORDER15937,BlueDart,194.89,Delivered,6ba6f740-0545-4a81-a95f-a3fa9712d5ff
SHIP15938,ORDER15938,DHL,493.18,In Transit,f45d508f-54f5-4a01-9a95-0d29a6c50e18
SHIP15939,ORDER15939,BlueDart,203.82,In Transit,3ff1a467-23b0-490b-912e-2929b1e94b8a
SHIP15940,ORDER15940,India Post,351.33,Delivered,b372de87-d343-4dc2-b170-b89c6c765c38
SHIP15941,ORDER15941,India Post,402.11,Pending,d378e6e9-359a-4c93-abdd-8b091d55e418
SHIP15942,ORDER15942,BlueDart,109.72,Pending,e9cea2b6-6cf5-4dff-9987-64547620f71c
SHIP15943,ORDER15943,FedEx,317.27,In Transit,175a6faf-06a7-443e-b89c-489d9e3163f0
SHIP15944,ORDER15944,BlueDart,334.92,Delivered,a5a4f52c-6d21-4fa9-9fbc-ab8780759c64
SHIP15945,ORDER15945,FedEx,286.4,Pending,b5c72442-d14e-4d73-9f48-5083c3cb2a77
SHIP15946,ORDER15946,DHL,125.98,Delivered,1681cbd8-fcd2-4a05-a3e2-d6ac52cd2fb5
SHIP15947,ORDER15947,FedEx,245.47,In Transit,7f6655b1-c4ff-47d3-a382-c4a12e026913
SHIP15948,ORDER15948,BlueDart,373.84,In Transit,163865cb-b559-40fc-a54a-161a93a1ce3d
SHIP15949,ORDER15949,India Post,159.99,Delivered,4fb7fbd6-38a0-4600-bc6d-22d06e9ce4fd
SHIP15950,ORDER15950,DHL,467.74,Pending,edd143e6-46a6-4cd5-b8c8-f1dc9b802908
SHIP15951,ORDER15951,BlueDart,161.31,In Transit,fc84d442-8992-4359-abf1-5ff649e6ed18
SHIP15952,ORDER15952,BlueDart,244.82,Delivered,8fa77c3c-f5e0-4981-8453-ea9bf5314c7e
SHIP15953,ORDER15953,India Post,370.7,Delivered,28156757-5e41-4f89-96a8-c917ae1429ee
SHIP15954,ORDER15954,FedEx,141.48,Pending,2947fffe-4624-43e0-8f6e-a7e83b2fffa7
SHIP15955,ORDER15955,India Post,173.06,Delivered,4213cf13-d82c-4219-8e3c-cf75097adb21
SHIP15956,ORDER15956,FedEx,79.71,In Transit,b337841e-b5af-47a1-9efd-3c657f2f5869
SHIP15957,ORDER15957,DHL,403.24,Delivered,d705845d-0a3e-445e-9e48-baa931cb1036
SHIP15958,ORDER15958,India Post,248.83,In Transit,905c7c22-2409-498b-9e1f-4997a71c0c32
SHIP15959,ORDER15959,DHL,111.8,Pending,20bff5b7-51ae-4e7b-b2d0-4adabf2507c8
SHIP15960,ORDER15960,India Post,220.39,In Transit,b04279ad-3fe5-4737-bca6-f6202c8b7f74
SHIP15961,ORDER15961,India Post,180.5,Delivered,5976f76c-a750-4396-90b6-b724f1b3cb11
SHIP15962,ORDER15962,BlueDart,467.95,In Transit,4763507a-153d-465f-afe8-738c99a216c5
SHIP15963,ORDER15963,India Post,210.31,Pending,30279bd3-77c6-4edd-b590-6d86adc61845
SHIP15964,ORDER15964,FedEx,238.79,Pending,19361f5b-5df3-4b02-9bb5-0dec5921ce3b
SHIP15965,ORDER15965,India Post,188.01,In Transit,e705c09a-62e9-4e4b-bcc5-4fe77a75bd3f
SHIP15966,ORDER15966,FedEx,368.27,Pending,5555846c-203d-46b2-a780-1d7ecc775f25
SHIP15967,ORDER15967,India Post,245.97,In Transit,66d59cb9-7e4e-4d04-a7aa-15ab408c59d1
SHIP15968,ORDER15968,DHL,155.59,In Transit,5392b357-77b3-4ad7-bc30-32289a27a4c2
SHIP15969,ORDER15969,FedEx,114.11,Delivered,b0a17b67-ac8f-4a4f-8367-f0eec76e3799
SHIP15970,ORDER15970,DHL,50.18,In Transit,000ca4c0-3de9-42c7-9bc5-cb2da6bab7df
SHIP15971,ORDER15971,BlueDart,467.58,In Transit,311ee53f-8b33-45ba-95c9-a7bbc9ec5678
SHIP15972,ORDER15972,BlueDart,475.91,Pending,ceba513f-9ec5-4db8-892e-78643b72dfcf
SHIP15973,ORDER15973,DHL,372.23,Pending,fd596ed0-7516-4705-9cde-4cdd16b72b5b
SHIP15974,ORDER15974,FedEx,289.0,In Transit,67a12982-f12a-460e-ade0-2e09ae61cab9
SHIP15975,ORDER15975,FedEx,151.7,Delivered,35267a5e-8562-4724-b757-028e5a536abd
SHIP15976,ORDER15976,DHL,370.84,Delivered,6ff8cff9-58c9-4042-bf72-c78bb6e09626
SHIP15977,ORDER15977,FedEx,240.82,In Transit,ccdf8611-9492-45e2-9acb-b086e04c9728
SHIP15978,ORDER15978,FedEx,310.92,In Transit,dafb9150-b96a-45c3-9a81-2922093c1df6
SHIP15979,ORDER15979,FedEx,206.49,Pending,a2ae76fc-1753-4538-9b4c-1ed6c1ab06fa
SHIP15980,ORDER15980,BlueDart,381.22,Pending,a45f4e1f-f2e3-4287-a956-5ac572472d4a
SHIP15981,ORDER15981,BlueDart,150.04,Delivered,bd8f461e-3401-4117-a9c5-b678d28142cc
SHIP15982,ORDER15982,BlueDart,276.77,Delivered,7f67520a-df4d-46fd-b062-3c2298522d84
SHIP15983,ORDER15983,DHL,162.03,Delivered,c32922d0-0a44-4c96-b7ee-d09a436ec791
SHIP15984,ORDER15984,DHL,190.92,Delivered,239f2fb6-3991-433f-8c83-716a40fec9cc
SHIP15985,ORDER15985,BlueDart,356.37,Delivered,cdf759bf-606c-435c-8173-52b7694e8909
SHIP15986,ORDER15986,FedEx,135.17,Delivered,906fc9f8-bde2-42fb-a9b2-9294b03a9297
SHIP15987,ORDER15987,BlueDart,64.62,Delivered,ed2d5c13-0354-40e1-80bd-e4e3a5c4140d
SHIP15988,ORDER15988,FedEx,187.82,In Transit,b1cc954c-d7dd-4ff5-919c-e4b94209affa
SHIP15989,ORDER15989,India Post,312.69,In Transit,34e4c822-dd4c-434d-8024-6e7c558ccab2
SHIP15990,ORDER15990,DHL,460.85,Pending,291ab388-542d-433a-8126-e905c9812875
SHIP15991,ORDER15991,India Post,54.33,Delivered,37d9be2e-a1ae-4b73-8ba9-23cc08bc0b75
SHIP15992,ORDER15992,BlueDart,54.75,Pending,d53502b0-cfe3-42fa-b1d9-6fde76fef363
SHIP15993,ORDER15993,DHL,249.59,Delivered,452c7877-441f-44b7-a46a-8894e99a7dd6
SHIP15994,ORDER15994,BlueDart,328.19,Pending,30b8b784-6fd9-4633-92dc-b2842a131230
SHIP15995,ORDER15995,DHL,402.16,Delivered,88a7b33c-c9eb-4e72-864d-440281e54817
SHIP15996,ORDER15996,BlueDart,64.82,Delivered,dd9b655f-26c4-4f66-8606-9be9774e8b2a
SHIP15997,ORDER15997,DHL,245.99,In Transit,871db41b-b59e-425a-9d6d-aae4b137e85a
SHIP15998,ORDER15998,BlueDart,66.06,Pending,698318ef-980c-42b7-ac35-427a05ca6c44
SHIP15999,ORDER15999,India Post,441.54,Pending,79a0c3a7-2fca-4e22-b835-b1c89c90152d
SHIP16000,ORDER16000,India Post,182.21,Pending,e99bd9af-87ca-4c5a-9fd3-584bacff4ba3
SHIP16001,ORDER16001,BlueDart,79.46,Pending,f6329a83-26ac-4fb6-a284-e00a67618fc4
SHIP16002,ORDER16002,India Post,211.01,Pending,7f11f583-e17e-4746-91ea-2c6fca01f014
SHIP16003,ORDER16003,DHL,145.01,Pending,213f9ff1-0607-4ba6-858f-21a2fe1d0bbc
SHIP16004,ORDER16004,BlueDart,433.03,Pending,369fd912-f0c0-4252-9265-8d4bad67b585
SHIP16005,ORDER16005,FedEx,154.9,In Transit,a8e393cb-d053-4354-bb83-fe8f351acdc4
SHIP16006,ORDER16006,BlueDart,100.7,Pending,5f9d86a9-0dea-453d-9096-1f9ecc82bf21
SHIP16007,ORDER16007,DHL,57.05,Pending,e638fe62-8518-425d-83c7-85a69811321a
SHIP16008,ORDER16008,BlueDart,186.42,Delivered,8975f4bb-40f5-4ace-8f71-65d488b95cd2
SHIP16009,ORDER16009,BlueDart,476.67,Pending,99808284-3b5f-4f74-abfa-83463ffc93bd
SHIP16010,ORDER16010,DHL,347.15,In Transit,0285ad3f-a2c8-4219-be3a-9d0b82de240c
SHIP16011,ORDER16011,BlueDart,216.41,Delivered,1e1d685e-74d8-4ef3-b9ae-de779ca4c2d7
SHIP16012,ORDER16012,DHL,132.52,Delivered,481d4e53-ad72-4a1a-855e-108a024bd8aa
SHIP16013,ORDER16013,India Post,189.64,Delivered,1a803a80-af61-4eee-a0ec-e2ab68785f5f
SHIP16014,ORDER16014,DHL,108.05,In Transit,e8ede1d7-a2d2-4fb5-a11a-79883f10b9fb
SHIP16015,ORDER16015,FedEx,206.99,Pending,58759fb6-d58d-4d00-8c04-da5a1f33b4d8
