ReturnID,OrderID,ProductID,ReturnDate,Reason,Status,RefundAmount
RETURN3225,ORDER1230,PROD24,2024-04-19,Wrong Item,Rejected,0.0
RETURN3226,ORDER6407,PROD57,2024-11-07,Defective,Accepted,5094.4
RETURN3227,ORDER12554,PROD189,2024-12-28,Not as Described,Rejected,0.0
RETURN3228,ORDER15374,PROD91,2023-01-26,Not as Described,Accepted,14868.72
RETURN3229,ORDER11586,PROD257,2023-06-17,Defective,Rejected,0.0
RETURN3230,ORDER12460,PROD203,2023-04-21,Defective,Accepted,2824.01
RETURN3231,ORDER15247,PROD110,2023-12-25,Wrong Item,Rejected,0.0
RETURN3232,ORDER14585,PROD106,2024-03-19,Not as Described,Rejected,0.0
RETURN3233,ORDER2272,PROD233,2024-04-18,Wrong Item,Accepted,7061.76
RETURN3234,ORDER12805,PROD117,2024-01-19,Wrong Item,Accepted,5199.44
RETURN3235,ORDER8241,PROD238,2024-01-19,Changed Mind,Accepted,2468.32
RETURN3236,ORDER14034,PROD103,2023-03-03,Not as Described,Accepted,3652.62
RETURN3237,ORDER19552,PROD78,2022-04-10,Defective,Accepted,1837.3
RETURN3238,ORDER2785,PROD162,2022-08-19,Not as Described,Rejected,0.0
RETURN3239,ORDER4771,PROD13,2023-11-20,Not as Described,Rejected,0.0
RETURN3240,ORDER16394,PROD198,2024-07-31,Changed Mind,Rejected,0.0
RETURN3241,ORDER4078,PROD48,2023-09-17,Defective,Accepted,3764.22
RETURN3242,ORDER18591,PROD232,2022-10-03,Not as Described,Rejected,0.0
RETURN3243,ORDER16417,PROD166,2022-11-24,Defective,Rejected,0.0
RETURN3244,ORDER5764,PROD35,2023-05-28,Wrong Item,Accepted,4793.6
RETURN3245,ORDER15195,PROD226,2022-06-12,Wrong Item,Rejected,0.0
RETURN3246,ORDER10991,PROD69,2022-03-22,Wrong Item,Accepted,2602.85
RETURN3247,ORDER2168,PROD248,2024-08-27,Changed Mind,Rejected,0.0
RETURN3248,ORDER12879,PROD149,2024-11-04,Wrong Item,Rejected,0.0
RETURN3249,ORDER19262,PROD108,2023-03-19,Wrong Item,Rejected,0.0
RETURN3250,ORDER14938,PROD49,2024-02-22,Defective,Rejected,0.0
RETURN3251,ORDER11140,PROD244,2023-03-29,Defective,Rejected,0.0
RETURN3252,ORDER316,PROD108,2023-10-14,Changed Mind,Accepted,1043.7
RETURN3253,ORDER272,PROD69,2024-10-17,Changed Mind,Accepted,1041.14
RETURN3254,ORDER15032,PROD225,2022-05-07,Changed Mind,Rejected,0.0
RETURN3255,ORDER15960,PROD43,2022-03-02,Wrong Item,Rejected,0.0
RETURN3256,ORDER7859,PROD20,2023-01-10,Wrong Item,Rejected,0.0
RETURN3257,ORDER2778,PROD36,2022-02-09,Changed Mind,Rejected,0.0
RETURN3258,ORDER9807,PROD15,2022-03-20,Defective,Rejected,0.0
RETURN3259,ORDER2695,PROD9,2023-09-10,Changed Mind,Rejected,0.0
RETURN3260,ORDER12664,PROD20,2022-06-04,Not as Described,Accepted,11796.3
RETURN3261,ORDER325,PROD198,2024-01-25,Not as Described,Rejected,0.0
RETURN3262,ORDER18110,PROD244,2023-07-08,Not as Described,Accepted,2091.58
RETURN3263,ORDER19302,PROD60,2024-05-10,Defective,Rejected,0.0
RETURN3264,ORDER9526,PROD46,2023-01-07,Wrong Item,Accepted,1585.41
RETURN3265,ORDER17882,PROD102,2022-09-26,Not as Described,Rejected,0.0
RETURN3266,ORDER12698,PROD51,2024-04-20,Changed Mind,Rejected,0.0
RETURN3267,ORDER2173,PROD103,2023-03-22,Not as Described,Rejected,0.0
RETURN3268,ORDER1967,PROD251,2024-09-27,Changed Mind,Accepted,4221.28
RETURN3269,ORDER16912,PROD213,2023-02-09,Wrong Item,Rejected,0.0
RETURN3270,ORDER15224,PROD36,2024-05-28,Changed Mind,Rejected,0.0
RETURN3271,ORDER8357,PROD87,2022-10-25,Defective,Accepted,16913.1
RETURN3272,ORDER1050,PROD218,2022-05-03,Defective,Accepted,6288.4
RETURN3273,ORDER16312,PROD238,2022-10-05,Wrong Item,Rejected,0.0
RETURN3274,ORDER63,PROD99,2024-08-18,Not as Described,Accepted,694.0
RETURN3275,ORDER3497,PROD97,2023-06-05,Changed Mind,Accepted,4680.24
RETURN3276,ORDER19319,PROD1,2023-03-21,Defective,Accepted,1878.02
RETURN3277,ORDER15930,PROD148,2024-08-23,Not as Described,Rejected,0.0
RETURN3278,ORDER19381,PROD251,2023-03-18,Defective,Rejected,0.0
RETURN3279,ORDER1993,PROD172,2024-06-06,Wrong Item,Accepted,8292.08
RETURN3280,ORDER19008,PROD168,2024-08-14,Defective,Rejected,0.0
RETURN3281,ORDER7370,PROD201,2024-09-14,Defective,Accepted,7715.7
RETURN3282,ORDER9298,PROD56,2022-12-23,Wrong Item,Rejected,0.0
RETURN3283,ORDER3557,PROD122,2024-03-13,Wrong Item,Accepted,887.3
RETURN3284,ORDER10824,PROD46,2022-09-25,Not as Described,Rejected,0.0
RETURN3285,ORDER19391,PROD155,2024-12-14,Defective,Rejected,0.0
RETURN3286,ORDER15850,PROD124,2023-06-23,Changed Mind,Accepted,4477.6
RETURN3287,ORDER3233,PROD70,2024-05-21,Changed Mind,Rejected,0.0
RETURN3288,ORDER18927,PROD44,2024-02-28,Defective,Rejected,0.0
RETURN3289,ORDER15264,PROD38,2022-12-20,Defective,Rejected,0.0
RETURN3290,ORDER7491,PROD185,2024-07-24,Wrong Item,Rejected,0.0
RETURN3291,ORDER19785,PROD188,2023-06-17,Changed Mind,Accepted,1812.0
RETURN3292,ORDER13343,PROD109,2024-06-18,Changed Mind,Rejected,0.0
RETURN3293,ORDER256,PROD232,2023-07-17,Defective,Rejected,0.0
RETURN3294,ORDER13311,PROD194,2022-11-04,Not as Described,Rejected,0.0
RETURN3295,ORDER15911,PROD59,2022-09-14,Changed Mind,Rejected,0.0
RETURN3296,ORDER13493,PROD150,2024-11-14,Wrong Item,Rejected,0.0
RETURN3297,ORDER4588,PROD56,2024-05-17,Not as Described,Rejected,0.0
RETURN3298,ORDER15054,PROD240,2023-03-25,Defective,Rejected,0.0
RETURN3299,ORDER10576,PROD27,2023-06-18,Wrong Item,Rejected,0.0
RETURN3300,ORDER17421,PROD159,2022-11-29,Defective,Rejected,0.0
RETURN3301,ORDER10976,PROD80,2023-12-25,Changed Mind,Rejected,0.0
RETURN3302,ORDER1342,PROD220,2022-07-16,Defective,Rejected,0.0
RETURN3303,ORDER13459,PROD235,2024-07-27,Defective,Accepted,11494.88
RETURN3304,ORDER14365,PROD37,2023-10-20,Wrong Item,Rejected,0.0
RETURN3305,ORDER9856,PROD121,2023-06-22,Wrong Item,Rejected,0.0
RETURN3306,ORDER726,PROD230,2024-04-22,Wrong Item,Accepted,9551.92
RETURN3307,ORDER24,PROD167,2024-12-01,Wrong Item,Accepted,7823.79
RETURN3308,ORDER7951,PROD205,2022-05-10,Not as Described,Rejected,0.0
RETURN3309,ORDER11207,PROD133,2022-07-06,Wrong Item,Rejected,0.0
RETURN3310,ORDER6608,PROD150,2023-03-06,Wrong Item,Rejected,0.0
RETURN3311,ORDER15290,PROD238,2023-12-05,Defective,Accepted,1234.16
RETURN3312,ORDER5285,PROD124,2023-07-06,Changed Mind,Rejected,0.0
RETURN3313,ORDER18253,PROD112,2024-12-18,Wrong Item,Rejected,0.0
RETURN3314,ORDER17972,PROD155,2023-12-07,Defective,Rejected,0.0
RETURN3315,ORDER14470,PROD4,2022-10-15,Wrong Item,Rejected,0.0
RETURN3316,ORDER13474,PROD159,2023-07-29,Wrong Item,Accepted,13540.14
RETURN3317,ORDER2276,PROD17,2024-07-10,Changed Mind,Rejected,0.0
RETURN3318,ORDER11551,PROD55,2022-09-01,Not as Described,Accepted,3670.46
RETURN3319,ORDER3275,PROD71,2022-04-08,Changed Mind,Rejected,0.0
RETURN3320,ORDER15185,PROD156,2023-06-22,Defective,Accepted,3693.04
RETURN3321,ORDER11037,PROD151,2024-07-01,Wrong Item,Rejected,0.0
RETURN3322,ORDER12652,PROD78,2023-02-14,Not as Described,Rejected,0.0
RETURN3323,ORDER2179,PROD161,2024-07-08,Wrong Item,Accepted,11409.9
RETURN3324,ORDER3341,PROD103,2022-02-13,Not as Described,Accepted,14610.48
RETURN3325,ORDER5217,PROD148,2023-10-27,Not as Described,Rejected,0.0
RETURN3326,ORDER7895,PROD50,2022-12-09,Wrong Item,Accepted,1691.76
RETURN3327,ORDER11852,PROD23,2023-07-14,Not as Described,Accepted,435.5
RETURN3328,ORDER6867,PROD145,2023-12-15,Defective,Accepted,5456.0
RETURN3329,ORDER3980,PROD224,2024-12-11,Changed Mind,Accepted,8214.8
RETURN3330,ORDER6836,PROD20,2022-07-25,Changed Mind,Accepted,6553.5
RETURN3331,ORDER2000,PROD263,2024-09-05,Not as Described,Accepted,7643.85
RETURN3332,ORDER1303,PROD238,2023-06-09,Not as Described,Rejected,0.0
RETURN3333,ORDER857,PROD2,2022-02-02,Changed Mind,Rejected,0.0
RETURN3334,ORDER3056,PROD63,2022-06-25,Defective,Accepted,1410.48
RETURN3335,ORDER2920,PROD88,2022-11-03,Wrong Item,Accepted,14017.05
RETURN3336,ORDER5963,PROD197,2022-06-23,Defective,Rejected,0.0
RETURN3337,ORDER8667,PROD34,2022-09-25,Changed Mind,Accepted,4409.0
RETURN3338,ORDER1850,PROD165,2024-09-12,Defective,Accepted,2006.01
RETURN3339,ORDER16328,PROD260,2024-07-21,Not as Described,Accepted,778.36
RETURN3340,ORDER7353,PROD260,2023-12-20,Not as Described,Rejected,0.0
RETURN3341,ORDER2644,PROD53,2022-05-06,Wrong Item,Rejected,0.0
RETURN3342,ORDER11053,PROD39,2024-02-19,Not as Described,Rejected,0.0
RETURN3343,ORDER19258,PROD267,2022-07-17,Wrong Item,Accepted,9158.8
RETURN3344,ORDER13966,PROD129,2022-04-28,Wrong Item,Accepted,4034.52
RETURN3345,ORDER10132,PROD92,2022-09-20,Not as Described,Accepted,9491.64
RETURN3346,ORDER9424,PROD18,2023-01-12,Defective,Rejected,0.0
RETURN3347,ORDER16397,PROD162,2022-03-18,Not as Described,Rejected,0.0
RETURN3348,ORDER5808,PROD150,2022-12-01,Not as Described,Rejected,0.0
RETURN3349,ORDER17905,PROD86,2023-06-09,Wrong Item,Accepted,4869.76
RETURN3350,ORDER18018,PROD242,2023-10-08,Not as Described,Accepted,3376.52
RETURN3351,ORDER17540,PROD198,2023-03-29,Defective,Accepted,17857.0
RETURN3352,ORDER14072,PROD106,2022-12-30,Changed Mind,Accepted,1287.68
RETURN3353,ORDER6782,PROD56,2023-09-20,Wrong Item,Accepted,13908.5
RETURN3354,ORDER17448,PROD121,2023-09-10,Not as Described,Accepted,3700.5
RETURN3355,ORDER9282,PROD261,2023-04-01,Changed Mind,Accepted,11915.1
RETURN3356,ORDER9092,PROD46,2024-08-25,Wrong Item,Rejected,0.0
RETURN3357,ORDER11317,PROD246,2023-12-17,Wrong Item,Rejected,0.0
RETURN3358,ORDER4608,PROD222,2022-08-06,Changed Mind,Accepted,3827.7
RETURN3359,ORDER15210,PROD138,2022-10-30,Defective,Rejected,0.0
RETURN3360,ORDER16563,PROD41,2023-01-14,Defective,Accepted,16072.2
RETURN3361,ORDER18837,PROD190,2023-10-09,Wrong Item,Rejected,0.0
RETURN3362,ORDER5629,PROD202,2024-01-21,Not as Described,Rejected,0.0
RETURN3363,ORDER15346,PROD34,2024-02-29,Not as Described,Rejected,0.0
RETURN3364,ORDER10647,PROD38,2024-04-17,Not as Described,Rejected,0.0
RETURN3365,ORDER5522,PROD82,2022-11-02,Not as Described,Accepted,5314.41
RETURN3366,ORDER19028,PROD198,2023-10-10,Defective,Accepted,7142.8
RETURN3367,ORDER9263,PROD203,2022-06-13,Not as Described,Accepted,4034.3
RETURN3368,ORDER8545,PROD159,2022-05-04,Not as Described,Rejected,0.0
RETURN3369,ORDER11110,PROD132,2022-12-02,Changed Mind,Accepted,17329.41
RETURN3370,ORDER5367,PROD22,2023-04-01,Not as Described,Rejected,0.0
RETURN3371,ORDER1981,PROD68,2022-07-07,Defective,Rejected,0.0
RETURN3372,ORDER3625,PROD259,2024-10-25,Wrong Item,Accepted,4936.83
RETURN3373,ORDER8571,PROD21,2023-08-15,Changed Mind,Accepted,4693.04
RETURN3374,ORDER3891,PROD254,2022-01-18,Wrong Item,Rejected,0.0
RETURN3375,ORDER3674,PROD191,2024-03-15,Changed Mind,Accepted,4538.52
RETURN3376,ORDER11989,PROD205,2024-07-14,Changed Mind,Rejected,0.0
RETURN3377,ORDER12399,PROD147,2024-10-20,Wrong Item,Accepted,1162.49
RETURN3378,ORDER16069,PROD139,2022-05-27,Changed Mind,Accepted,12520.83
RETURN3379,ORDER5488,PROD212,2023-08-18,Wrong Item,Accepted,7446.08
RETURN3380,ORDER14251,PROD216,2024-04-24,Changed Mind,Accepted,5609.34
RETURN3381,ORDER7929,PROD258,2022-11-20,Not as Described,Accepted,8140.85
RETURN3382,ORDER1353,PROD108,2024-10-29,Wrong Item,Accepted,2435.3
RETURN3383,ORDER44,PROD150,2023-05-17,Not as Described,Rejected,0.0
RETURN3384,ORDER9641,PROD138,2022-05-03,Not as Described,Rejected,0.0
RETURN3385,ORDER8700,PROD84,2024-03-31,Wrong Item,Accepted,4395.12
RETURN3386,ORDER7211,PROD58,2024-02-26,Changed Mind,Rejected,0.0
RETURN3387,ORDER5939,PROD139,2024-03-09,Defective,Rejected,0.0
RETURN3388,ORDER18321,PROD203,2023-07-23,Not as Described,Rejected,0.0
RETURN3389,ORDER4504,PROD171,2023-12-05,Wrong Item,Rejected,0.0
RETURN3390,ORDER17705,PROD233,2022-09-01,Defective,Accepted,2353.92
RETURN3391,ORDER15630,PROD235,2024-03-05,Wrong Item,Accepted,14368.6
RETURN3392,ORDER7101,PROD1,2023-12-21,Wrong Item,Accepted,11268.12
RETURN3393,ORDER8843,PROD128,2022-07-06,Wrong Item,Accepted,1853.91
RETURN3394,ORDER3830,PROD184,2024-08-24,Changed Mind,Accepted,16883.28
RETURN3395,ORDER6676,PROD58,2023-01-24,Wrong Item,Rejected,0.0
RETURN3396,ORDER15628,PROD28,2022-10-07,Wrong Item,Rejected,0.0
RETURN3397,ORDER6815,PROD233,2023-10-22,Changed Mind,Accepted,9415.68
RETURN3398,ORDER5782,PROD84,2023-08-15,Changed Mind,Rejected,0.0
RETURN3399,ORDER15292,PROD69,2023-01-25,Not as Described,Accepted,520.57
RETURN3400,ORDER12930,PROD166,2023-10-29,Not as Described,Rejected,0.0
RETURN3401,ORDER12241,PROD37,2024-08-21,Changed Mind,Rejected,0.0
RETURN3402,ORDER10203,PROD43,2023-01-24,Wrong Item,Accepted,10109.28
RETURN3403,ORDER3989,PROD57,2022-02-05,Wrong Item,Accepted,1018.88
RETURN3404,ORDER657,PROD64,2022-07-13,Wrong Item,Accepted,199.63
RETURN3405,ORDER1680,PROD231,2024-05-28,Not as Described,Accepted,4707.2
RETURN3406,ORDER18251,PROD75,2023-05-14,Not as Described,Rejected,0.0
RETURN3407,ORDER12444,PROD117,2022-11-21,Defective,Rejected,0.0
RETURN3408,ORDER15964,PROD11,2022-06-27,Changed Mind,Accepted,3668.73
RETURN3409,ORDER4939,PROD226,2022-05-16,Changed Mind,Rejected,0.0
RETURN3410,ORDER14925,PROD159,2024-10-26,Wrong Item,Accepted,9026.76
RETURN3411,ORDER15796,PROD72,2023-04-05,Changed Mind,Accepted,1382.04
RETURN3412,ORDER16956,PROD24,2023-12-22,Defective,Accepted,328.42
RETURN3413,ORDER10332,PROD174,2024-12-19,Changed Mind,Rejected,0.0
RETURN3414,ORDER8712,PROD254,2023-10-16,Not as Described,Accepted,1123.78
RETURN3415,ORDER15577,PROD47,2024-12-10,Wrong Item,Accepted,3033.9
RETURN3416,ORDER16936,PROD19,2023-08-01,Defective,Rejected,0.0
RETURN3417,ORDER18439,PROD175,2023-07-20,Defective,Accepted,5927.4
RETURN3418,ORDER13940,PROD47,2023-07-09,Not as Described,Accepted,4045.2
RETURN3419,ORDER7796,PROD190,2023-07-17,Changed Mind,Rejected,0.0
RETURN3420,ORDER7123,PROD186,2023-03-18,Not as Described,Accepted,5712.48
RETURN3421,ORDER13629,PROD266,2022-09-08,Not as Described,Accepted,5492.7
RETURN3422,ORDER5032,PROD101,2022-07-29,Not as Described,Rejected,0.0
RETURN3423,ORDER11669,PROD52,2022-11-30,Defective,Rejected,0.0
RETURN3424,ORDER4553,PROD164,2023-01-14,Not as Described,Accepted,11246.04
RETURN3425,ORDER14163,PROD248,2024-11-03,Defective,Accepted,14347.8
RETURN3426,ORDER439,PROD157,2024-01-26,Wrong Item,Accepted,3261.54
RETURN3427,ORDER750,PROD36,2023-05-06,Not as Described,Accepted,6830.9
RETURN3428,ORDER13539,PROD231,2024-04-14,Wrong Item,Rejected,0.0
RETURN3429,ORDER10468,PROD81,2023-12-29,Not as Described,Accepted,7336.32
RETURN3430,ORDER293,PROD18,2024-11-26,Wrong Item,Rejected,0.0
RETURN3431,ORDER17311,PROD82,2023-11-06,Changed Mind,Accepted,5314.41
RETURN3432,ORDER11333,PROD41,2022-10-04,Changed Mind,Rejected,0.0
RETURN3433,ORDER19647,PROD59,2023-08-29,Defective,Rejected,0.0
RETURN3434,ORDER16965,PROD61,2022-11-14,Wrong Item,Rejected,0.0
RETURN3435,ORDER181,PROD107,2023-07-02,Defective,Rejected,0.0
RETURN3436,ORDER1933,PROD106,2023-03-18,Changed Mind,Rejected,0.0
RETURN3437,ORDER16960,PROD230,2023-01-16,Changed Mind,Rejected,0.0
RETURN3438,ORDER6299,PROD219,2024-05-26,Wrong Item,Rejected,0.0
RETURN3439,ORDER10871,PROD180,2025-01-05,Not as Described,Accepted,11808.18
RETURN3440,ORDER1903,PROD232,2022-08-09,Wrong Item,Rejected,0.0
RETURN3441,ORDER17716,PROD265,2022-12-19,Defective,Accepted,1722.24
RETURN3442,ORDER16318,PROD19,2024-03-17,Defective,Rejected,0.0
RETURN3443,ORDER16117,PROD24,2024-09-29,Not as Described,Rejected,0.0
RETURN3444,ORDER9484,PROD169,2022-07-03,Not as Described,Accepted,1008.28
RETURN3445,ORDER6195,PROD242,2024-07-03,Wrong Item,Rejected,0.0
RETURN3446,ORDER9573,PROD235,2024-12-15,Wrong Item,Rejected,0.0
RETURN3447,ORDER644,PROD227,2024-08-17,Wrong Item,Rejected,0.0
RETURN3448,ORDER1683,PROD51,2023-09-27,Not as Described,Accepted,6805.26
RETURN3449,ORDER8019,PROD214,2022-10-22,Changed Mind,Accepted,10974.84
RETURN3450,ORDER6759,PROD26,2023-04-29,Defective,Rejected,0.0
RETURN3451,ORDER7049,PROD223,2023-09-21,Not as Described,Accepted,14498.8
RETURN3452,ORDER3182,PROD90,2022-06-23,Not as Described,Rejected,0.0
RETURN3453,ORDER6832,PROD177,2024-05-14,Defective,Rejected,0.0
RETURN3454,ORDER17349,PROD65,2024-03-01,Wrong Item,Rejected,0.0
RETURN3455,ORDER15060,PROD182,2022-06-05,Not as Described,Accepted,4024.23
RETURN3456,ORDER13994,PROD157,2024-08-12,Not as Described,Rejected,0.0
RETURN3457,ORDER10038,PROD72,2024-07-25,Changed Mind,Rejected,0.0
RETURN3458,ORDER11351,PROD15,2024-11-29,Changed Mind,Accepted,10964.56
RETURN3459,ORDER7876,PROD178,2024-10-06,Changed Mind,Rejected,0.0
RETURN3460,ORDER19705,PROD175,2022-12-17,Defective,Accepted,6586.0
RETURN3461,ORDER980,PROD138,2023-05-14,Defective,Accepted,1354.02
RETURN3462,ORDER5597,PROD7,2024-05-10,Defective,Rejected,0.0
RETURN3463,ORDER16773,PROD142,2024-07-23,Wrong Item,Accepted,6128.08
RETURN3464,ORDER18762,PROD192,2024-07-26,Not as Described,Rejected,0.0
RETURN3465,ORDER17858,PROD250,2022-08-20,Not as Described,Rejected,0.0
RETURN3466,ORDER8334,PROD240,2022-03-01,Wrong Item,Accepted,5366.73
RETURN3467,ORDER9104,PROD20,2023-12-31,Defective,Rejected,0.0
RETURN3468,ORDER8426,PROD239,2022-04-29,Wrong Item,Rejected,0.0
RETURN3469,ORDER1276,PROD90,2024-06-23,Not as Described,Rejected,0.0
RETURN3470,ORDER13750,PROD10,2022-09-25,Changed Mind,Accepted,1076.07
RETURN3471,ORDER1551,PROD207,2022-03-17,Changed Mind,Accepted,663.64
RETURN3472,ORDER8417,PROD43,2022-05-13,Not as Described,Accepted,1684.88
RETURN3473,ORDER14518,PROD155,2022-07-29,Changed Mind,Rejected,0.0
RETURN3474,ORDER15763,PROD20,2024-10-28,Changed Mind,Accepted,1310.7
RETURN3475,ORDER11043,PROD177,2022-07-27,Not as Described,Accepted,2766.54
RETURN3476,ORDER1624,PROD192,2023-01-08,Not as Described,Rejected,0.0
RETURN3477,ORDER7242,PROD257,2024-01-15,Not as Described,Rejected,0.0
RETURN3478,ORDER15482,PROD131,2022-01-27,Changed Mind,Accepted,1110.53
RETURN3479,ORDER9389,PROD148,2024-11-04,Changed Mind,Rejected,0.0
RETURN3480,ORDER7690,PROD56,2023-05-06,Defective,Rejected,0.0
RETURN3481,ORDER1830,PROD200,2022-05-09,Not as Described,Accepted,3163.08
RETURN3482,ORDER6856,PROD16,2024-07-30,Wrong Item,Rejected,0.0
RETURN3483,ORDER14894,PROD190,2023-02-27,Defective,Accepted,12200.2
RETURN3484,ORDER15833,PROD129,2022-12-03,Defective,Rejected,0.0
RETURN3485,ORDER1385,PROD6,2022-04-22,Not as Described,Rejected,0.0
RETURN3486,ORDER15336,PROD5,2024-08-06,Not as Described,Rejected,0.0
RETURN3487,ORDER7302,PROD70,2022-01-22,Wrong Item,Accepted,774.1
RETURN3488,ORDER6653,PROD144,2023-04-18,Changed Mind,Accepted,2623.86
RETURN3489,ORDER13288,PROD249,2024-03-21,Not as Described,Accepted,2908.85
RETURN3490,ORDER17737,PROD89,2024-10-30,Changed Mind,Accepted,2160.69
RETURN3491,ORDER17066,PROD127,2024-07-29,Wrong Item,Accepted,9962.96
RETURN3492,ORDER4890,PROD259,2024-10-12,Changed Mind,Accepted,4936.83
RETURN3493,ORDER13463,PROD120,2024-08-20,Defective,Rejected,0.0
RETURN3494,ORDER7085,PROD122,2024-04-13,Defective,Accepted,1064.76
RETURN3495,ORDER7021,PROD48,2023-11-08,Not as Described,Rejected,0.0
RETURN3496,ORDER10366,PROD193,2024-10-30,Not as Described,Rejected,0.0
RETURN3497,ORDER16897,PROD24,2024-04-08,Changed Mind,Accepted,985.26
RETURN3498,ORDER11561,PROD198,2022-05-25,Defective,Rejected,0.0
RETURN3499,ORDER2252,PROD28,2023-12-06,Not as Described,Accepted,476.46
RETURN3500,ORDER16033,PROD257,2022-03-19,Not as Described,Rejected,0.0
RETURN3501,ORDER2835,PROD6,2023-05-28,Wrong Item,Rejected,0.0
RETURN3502,ORDER19664,PROD125,2023-11-12,Not as Described,Accepted,599.98
RETURN3503,ORDER1445,PROD212,2023-10-15,Wrong Item,Accepted,5584.56
RETURN3504,ORDER15283,PROD172,2023-08-29,Wrong Item,Accepted,6219.06
RETURN3505,ORDER19365,PROD228,2024-01-02,Not as Described,Accepted,8764.35
RETURN3506,ORDER18007,PROD208,2024-03-09,Not as Described,Accepted,1370.72
RETURN3507,ORDER9529,PROD157,2024-01-03,Not as Described,Accepted,16307.7
RETURN3508,ORDER19628,PROD146,2024-05-11,Defective,Accepted,1226.36
RETURN3509,ORDER17106,PROD80,2022-05-04,Wrong Item,Rejected,0.0
RETURN3510,ORDER5562,PROD109,2024-01-20,Not as Described,Rejected,0.0
RETURN3511,ORDER5176,PROD122,2023-07-05,Changed Mind,Rejected,0.0
RETURN3512,ORDER4544,PROD105,2022-08-14,Changed Mind,Accepted,5344.23
RETURN3513,ORDER18627,PROD110,2023-10-12,Defective,Rejected,0.0
RETURN3514,ORDER10506,PROD215,2022-05-14,Changed Mind,Accepted,3312.22
RETURN3515,ORDER13127,PROD130,2024-06-02,Changed Mind,Accepted,2895.21
RETURN3516,ORDER11959,PROD194,2022-10-06,Defective,Rejected,0.0
RETURN3517,ORDER5723,PROD50,2023-09-02,Changed Mind,Accepted,1057.35
RETURN3518,ORDER9125,PROD244,2023-09-02,Defective,Rejected,0.0
RETURN3519,ORDER384,PROD91,2022-02-22,Not as Described,Accepted,1858.59
RETURN3520,ORDER17020,PROD113,2022-08-08,Changed Mind,Rejected,0.0
RETURN3521,ORDER14601,PROD192,2024-01-28,Not as Described,Accepted,2134.93
RETURN3522,ORDER7267,PROD229,2023-04-06,Wrong Item,Accepted,6415.5
RETURN3523,ORDER5749,PROD204,2022-06-19,Changed Mind,Rejected,0.0
RETURN3524,ORDER18793,PROD172,2022-07-05,Changed Mind,Rejected,0.0
RETURN3525,ORDER9390,PROD95,2024-08-21,Changed Mind,Rejected,0.0
RETURN3526,ORDER12584,PROD23,2023-06-16,Changed Mind,Rejected,0.0
RETURN3527,ORDER8239,PROD153,2024-12-09,Not as Described,Rejected,0.0
RETURN3528,ORDER12678,PROD9,2024-11-17,Changed Mind,Rejected,0.0
RETURN3529,ORDER12345,PROD266,2022-07-03,Wrong Item,Rejected,0.0
RETURN3530,ORDER9507,PROD2,2024-04-15,Not as Described,Rejected,0.0
RETURN3531,ORDER9158,PROD164,2022-01-21,Changed Mind,Accepted,4998.24
RETURN3532,ORDER1588,PROD228,2024-04-30,Not as Described,Accepted,12270.09
RETURN3533,ORDER11325,PROD137,2023-11-02,Defective,Accepted,11217.92
RETURN3534,ORDER18909,PROD99,2024-07-27,Not as Described,Accepted,433.75
RETURN3535,ORDER2193,PROD25,2022-10-31,Defective,Rejected,0.0
RETURN3536,ORDER14595,PROD260,2024-01-14,Changed Mind,Accepted,4670.16
RETURN3537,ORDER15543,PROD74,2022-07-08,Not as Described,Rejected,0.0
RETURN3538,ORDER13734,PROD6,2023-10-27,Wrong Item,Rejected,0.0
RETURN3539,ORDER18230,PROD241,2023-09-16,Defective,Rejected,0.0
RETURN3540,ORDER10121,PROD14,2024-09-20,Wrong Item,Rejected,0.0
RETURN3541,ORDER1907,PROD118,2023-12-28,Wrong Item,Accepted,3766.63
RETURN3542,ORDER16622,PROD229,2023-06-04,Wrong Item,Accepted,11547.9
RETURN3543,ORDER9429,PROD191,2023-05-14,Not as Described,Rejected,0.0
RETURN3544,ORDER14909,PROD51,2022-01-24,Changed Mind,Rejected,0.0
RETURN3545,ORDER6723,PROD22,2022-11-06,Wrong Item,Accepted,2946.57
RETURN3546,ORDER18092,PROD59,2023-11-09,Wrong Item,Accepted,425.04
RETURN3547,ORDER16345,PROD68,2024-03-27,Not as Described,Rejected,0.0
RETURN3548,ORDER8793,PROD65,2023-06-09,Not as Described,Rejected,0.0
RETURN3549,ORDER15173,PROD186,2024-07-03,Not as Described,Rejected,0.0
RETURN3550,ORDER14514,PROD9,2024-11-14,Changed Mind,Rejected,0.0
RETURN3551,ORDER3508,PROD197,2024-10-20,Defective,Accepted,4068.96
RETURN3552,ORDER13942,PROD150,2023-09-15,Defective,Rejected,0.0
RETURN3553,ORDER4474,PROD93,2024-06-25,Defective,Rejected,0.0
RETURN3554,ORDER10736,PROD29,2024-09-15,Not as Described,Accepted,318.68
RETURN3555,ORDER2819,PROD20,2022-06-16,Not as Described,Rejected,0.0
RETURN3556,ORDER2146,PROD62,2023-01-10,Changed Mind,Accepted,5965.68
RETURN3557,ORDER8741,PROD121,2023-02-14,Wrong Item,Rejected,0.0
RETURN3558,ORDER15124,PROD228,2023-11-02,Not as Described,Accepted,10517.22
RETURN3559,ORDER12523,PROD253,2024-05-12,Changed Mind,Rejected,0.0
RETURN3560,ORDER17802,PROD37,2023-10-24,Changed Mind,Accepted,1360.62
